shipment_id,origin,destination,distance_km,route_type,departure_hour,day_of_week,is_weekend,carrier_id,carrier_reliability_score,weather_severity,traffic_congestion,has_news_disruption,delay_probability,delayed
SHP-000226,Kolkata,Guwahati,1087.3,highway,12,0,0,CARRIER_002,0.5251,5.63,4.61,0,0.2481,0
SHP-000227,Bangalore,Delhi,1994.2,highway,16,3,0,CARRIER_005,0.9391,6.39,0.29,0,0.4635,1
SHP-000228,Ahmedabad,Indore,360.4,mixed,16,4,0,CARRIER_012,0.7782,6.44,7.56,0,0.1717,0
SHP-000229,Lucknow,Patna,497.5,highway,3,5,1,CARRIER_002,0.5428,7.79,2.45,1,0.3426,1
SHP-000230,Hyderabad,Pune,530.4,mixed,5,3,0,CARRIER_004,0.4481,0.95,4.87,0,0.1616,0
SHP-000231,Jaipur,Lucknow,604.2,local,21,1,0,CARRIER_012,0.7922,2.79,7.92,0,0.3411,0
SHP-000232,Hyderabad,Kolkata,1624.6,mixed,6,0,0,CARRIER_020,0.7197,6.93,5.52,1,0.2878,1
SHP-000233,Mumbai,Delhi,1373.7,highway,20,6,1,CARRIER_004,0.4993,5.92,8.83,0,0.5517,0
SHP-000234,Delhi,Chennai,2138.6,local,8,1,0,CARRIER_002,0.5685,9.49,8.47,0,0.5897,1
SHP-000235,Jaipur,Lucknow,594.2,highway,20,2,0,CARRIER_007,0.6058,7.84,1.73,0,0.0917,0
SHP-000236,Mumbai,Kolkata,2102.0,mixed,13,1,0,CARRIER_002,0.5319,4.71,0.22,0,0.1739,0
SHP-000237,Guwahati,Patna,927.5,local,2,1,0,CARRIER_018,0.545,5.34,8.64,0,0.3066,0
SHP-000238,Pune,Bangalore,774.1,local,6,0,0,CARRIER_016,0.8202,6.6,6.56,0,0.1602,1
SHP-000239,Kolkata,Guwahati,1086.3,mixed,22,2,0,CARRIER_003,0.5643,0.1,9.19,0,0.1123,0
SHP-000240,Indore,Bhopal,197.5,highway,4,6,1,CARRIER_003,0.5351,3.64,0.83,0,0.0986,1
SHP-000241,Bangalore,Chennai,324.7,local,5,1,0,CARRIER_011,0.6202,1.22,9.87,0,0.302,0
SHP-000242,Ahmedabad,Indore,383.5,mixed,3,6,1,CARRIER_009,0.6988,2.39,9.84,0,0.1482,1
SHP-000243,Delhi,Kolkata,1441.8,highway,14,4,0,CARRIER_014,0.6425,8.3,2.68,0,0.2894,0
SHP-000244,Indore,Bhopal,185.7,mixed,19,6,1,CARRIER_019,0.6597,5.48,0.59,0,0.0725,0
SHP-000245,Indore,Bhopal,193.5,mixed,22,4,0,CARRIER_007,0.6753,8.6,3.72,0,0.19,1
SHP-000246,Delhi,Kolkata,1545.9,mixed,21,6,1,CARRIER_016,0.7942,8.89,4.34,0,0.5197,1
SHP-000247,Delhi,Chennai,2184.1,mixed,21,3,0,CARRIER_007,0.6409,8.06,2.69,0,0.2712,1
SHP-000248,Pune,Bangalore,789.8,highway,21,5,1,CARRIER_005,0.9692,7.62,0.54,0,0.2279,0
SHP-000249,Delhi,Chennai,2006.9,local,13,0,0,CARRIER_020,0.6366,1.66,8.67,0,0.1322,0
SHP-000250,Mumbai,Delhi,1490.1,highway,19,6,1,CARRIER_006,0.8471,2.69,2.11,0,0.1141,0
SHP-000251,Hyderabad,Pune,557.7,mixed,15,0,0,CARRIER_003,0.4859,7.04,8.73,1,0.6397,0
SHP-000252,Jaipur,Lucknow,520.1,highway,3,1,0,CARRIER_012,0.7791,3.01,2.59,0,0.1267,1
SHP-000253,Hyderabad,Pune,532.9,mixed,0,5,1,CARRIER_012,0.7288,3.75,8.5,0,0.5386,0
SHP-000254,Kolkata,Guwahati,1166.9,highway,2,1,0,CARRIER_010,0.5665,9.36,2.83,0,0.4198,0
SHP-000255,Guwahati,Patna,1039.8,highway,8,0,0,CARRIER_002,0.538,7.06,1.01,0,0.441,0
SHP-000256,Bangalore,Chennai,376.3,highway,11,6,1,CARRIER_003,0.5433,1.07,8.23,0,0.1238,0
SHP-000257,Guwahati,Patna,1010.2,mixed,15,3,0,CARRIER_016,0.8174,7.21,2.78,0,0.1835,1
SHP-000258,Bangalore,Chennai,344.6,highway,12,3,0,CARRIER_004,0.5027,7.94,3.09,0,0.1084,0
SHP-000259,Hyderabad,Pune,551.8,highway,8,2,0,CARRIER_006,0.8611,9.13,4.08,0,0.4584,1
SHP-000260,Ahmedabad,Indore,375.5,highway,17,5,1,CARRIER_017,0.7873,6.85,6.06,0,0.3193,1
SHP-000261,Delhi,Chennai,2245.7,highway,20,2,0,CARRIER_007,0.6696,0.96,6.36,0,0.254,1
SHP-000262,Hyderabad,Pune,569.5,mixed,5,3,0,CARRIER_007,0.6883,7.65,0.76,0,0.041,0
SHP-000263,Delhi,Jaipur,260.7,highway,6,0,0,CARRIER_019,0.8652,6.56,9.53,0,0.06,0
SHP-000264,Pune,Delhi,1561.8,highway,22,2,0,CARRIER_016,0.7216,4.56,0.52,0,0.3273,0
SHP-000265,Chennai,Kolkata,1616.3,highway,23,0,0,CARRIER_015,0.9658,7.61,8.36,0,0.8206,1
SHP-000266,Ahmedabad,Indore,364.0,highway,7,1,0,CARRIER_004,0.5817,5.25,7.15,0,0.3481,1
SHP-000267,Pune,Bangalore,811.1,highway,12,2,0,CARRIER_006,0.8361,9.32,2.89,0,0.4382,1
SHP-000268,Kolkata,Guwahati,1181.4,highway,13,5,1,CARRIER_012,0.8579,9.32,5.97,0,0.3057,0
SHP-000269,Indore,Bhopal,211.3,highway,15,5,1,CARRIER_017,0.8237,2.25,5.5,0,0.0526,0
SHP-000270,Ahmedabad,Indore,399.2,highway,20,3,0,CARRIER_011,0.6218,4.41,6.67,1,0.5928,1
SHP-000271,Delhi,Jaipur,305.6,highway,2,6,1,CARRIER_015,0.899,1.99,7.38,0,0.1371,0
SHP-000272,Mumbai,Delhi,1505.1,mixed,12,2,0,CARRIER_007,0.6807,3.31,5.15,0,0.1675,1
SHP-000273,Hyderabad,Pune,596.4,highway,5,3,0,CARRIER_008,0.7468,2.23,7.16,0,0.3152,0
SHP-000274,Chennai,Kolkata,1779.4,local,18,4,0,CARRIER_013,1.0,5.12,1.98,0,0.2224,0
SHP-000275,Pune,Bangalore,820.2,local,14,1,0,CARRIER_012,0.8021,0.01,6.93,0,0.072,0
SHP-000276,Jaipur,Lucknow,599.2,mixed,17,2,0,CARRIER_003,0.5539,7.91,4.28,0,0.1776,1
SHP-000277,Jaipur,Lucknow,578.8,highway,21,6,1,CARRIER_008,0.7074,1.59,9.41,0,0.2251,0
SHP-000278,Delhi,Chennai,2275.8,mixed,18,3,0,CARRIER_018,0.5817,2.74,8.56,0,0.5589,0
SHP-000279,Delhi,Kolkata,1403.3,mixed,20,6,1,CARRIER_011,0.5794,1.75,0.01,0,0.1155,0
SHP-000280,Delhi,Kolkata,1569.4,mixed,19,4,0,CARRIER_015,0.95,3.54,7.61,0,0.2488,1
SHP-000281,Delhi,Jaipur,305.6,mixed,15,1,0,CARRIER_017,0.6099,0.77,6.02,0,0.0653,0
SHP-000282,Jaipur,Lucknow,547.5,highway,9,3,0,CARRIER_006,0.8836,8.59,7.14,0,0.2807,1
SHP-000283,Guwahati,Patna,1086.3,mixed,8,2,0,CARRIER_005,0.9484,4.15,2.58,0,0.3266,1
SHP-000284,Jaipur,Lucknow,556.1,mixed,8,6,1,CARRIER_012,0.6781,9.24,7.99,0,0.5394,1
SHP-000285,Pune,Bangalore,789.6,highway,14,2,0,CARRIER_010,0.587,0.47,1.41,0,0.0456,0
SHP-000286,Pune,Delhi,1337.6,highway,19,3,0,CARRIER_019,0.7648,1.73,8.99,0,0.5061,0
SHP-000287,Hyderabad,Pune,591.9,mixed,8,4,0,CARRIER_004,0.5013,8.36,4.34,0,0.3348,1
SHP-000288,Ahmedabad,Indore,404.4,highway,13,6,1,CARRIER_009,0.8661,4.64,1.06,0,0.107,0
SHP-000289,Lucknow,Patna,509.6,mixed,9,3,0,CARRIER_001,0.6589,0.59,7.01,0,0.1398,0
SHP-000290,Jaipur,Lucknow,582.4,highway,14,5,1,CARRIER_008,0.8178,0.47,3.87,0,0.0372,0
SHP-000291,Bangalore,Delhi,2077.8,mixed,19,0,0,CARRIER_012,0.7503,8.95,2.55,0,0.3533,1
SHP-000292,Delhi,Jaipur,277.1,highway,9,6,1,CARRIER_016,0.8137,2.62,6.69,0,0.2466,0
SHP-000293,Chennai,Kolkata,1780.4,mixed,9,1,0,CARRIER_017,0.6696,4.11,3.33,0,0.2121,0
SHP-000294,Kolkata,Guwahati,1137.0,local,4,5,1,CARRIER_001,0.6528,8.97,2.17,0,0.5963,1
SHP-000295,Lucknow,Patna,557.8,mixed,11,3,0,CARRIER_018,0.5312,6.68,6.03,0,0.1584,0
SHP-000296,Lucknow,Patna,538.9,highway,10,4,0,CARRIER_014,0.6282,7.7,3.5,0,0.2477,1
SHP-000297,Bangalore,Delhi,2361.3,highway,3,0,0,CARRIER_005,0.9734,4.72,0.53,0,0.1048,0
SHP-000298,Pune,Bangalore,796.6,highway,23,3,0,CARRIER_005,1.0,6.95,2.27,0,0.2132,1
SHP-000299,Delhi,Jaipur,266.7,highway,20,0,0,CARRIER_016,0.8054,5.84,4.51,0,0.3072,0
SHP-000300,Mumbai,Delhi,1285.9,mixed,6,3,0,CARRIER_014,0.6525,1.7,5.74,0,0.2822,0
SHP-000301,Chennai,Hyderabad,636.8,highway,22,2,0,CARRIER_005,0.8916,5.73,4.87,0,0.1575,0
SHP-000302,Bangalore,Delhi,2198.7,highway,6,1,0,CARRIER_009,0.7915,9.26,9.19,0,0.5207,1
SHP-000303,Mumbai,Delhi,1463.3,mixed,10,3,0,CARRIER_018,0.5211,3.45,3.42,0,0.1748,0
SHP-000304,Hyderabad,Kolkata,1450.6,highway,3,1,0,CARRIER_001,0.5374,4.94,8.67,0,0.209,0
SHP-000305,Lucknow,Patna,478.3,highway,14,0,0,CARRIER_011,0.5874,4.16,4.79,0,0.2485,1
SHP-000306,Bangalore,Chennai,359.3,local,11,0,0,CARRIER_018,0.6277,6.89,6.81,0,0.1131,0
SHP-000307,Kolkata,Guwahati,1209.7,highway,6,2,0,CARRIER_001,0.6384,6.27,5.4,0,0.2151,0
SHP-000308,Ahmedabad,Indore,383.6,mixed,6,5,1,CARRIER_011,0.6277,4.77,1.09,0,0.3357,1
SHP-000309,Kolkata,Guwahati,1030.5,local,22,4,0,CARRIER_012,0.8014,0.47,4.22,0,0.0465,0
SHP-000310,Bangalore,Chennai,334.7,highway,16,0,0,CARRIER_007,0.66,2.65,6.75,0,0.1783,0
SHP-000311,Guwahati,Patna,975.2,local,3,3,0,CARRIER_011,0.6693,3.15,2.76,0,0.2492,1
SHP-000312,Guwahati,Patna,940.7,mixed,3,4,0,CARRIER_015,0.9281,7.32,3.3,0,0.1251,1
SHP-000313,Bangalore,Chennai,339.3,highway,1,1,0,CARRIER_006,0.8416,3.96,7.01,0,0.0773,0
SHP-000314,Delhi,Jaipur,287.7,mixed,5,0,0,CARRIER_010,0.5653,3.78,7.34,0,0.0714,0
SHP-000315,Mumbai,Ahmedabad,513.6,highway,17,1,0,CARRIER_011,0.691,4.46,5.36,1,0.3142,0
SHP-000316,Guwahati,Patna,969.4,local,1,0,0,CARRIER_001,0.5793,4.32,7.36,0,0.223,1
SHP-000317,Mumbai,Kolkata,1861.4,mixed,5,1,0,CARRIER_005,0.9653,7.18,8.42,0,0.169,0
SHP-000318,Mumbai,Kolkata,2221.4,highway,0,3,0,CARRIER_014,0.617,6.7,5.09,1,0.7013,1
SHP-000319,Pune,Delhi,1423.0,highway,15,5,1,CARRIER_010,0.5801,7.63,6.96,0,0.3453,0
SHP-000320,Delhi,Chennai,2105.1,highway,19,6,1,CARRIER_020,0.6482,2.07,0.12,0,0.2867,0
SHP-000321,Kolkata,Guwahati,1009.0,mixed,12,4,0,CARRIER_018,0.6835,7.41,0.29,0,0.103,0
SHP-000322,Bangalore,Chennai,359.4,local,21,2,0,CARRIER_005,1.0,2.96,6.03,0,0.1778,0
SHP-000323,Indore,Bhopal,209.2,highway,16,6,1,CARRIER_020,0.6768,0.0,6.36,1,0.2598,1
SHP-000324,Pune,Delhi,1316.9,highway,18,6,1,CARRIER_018,0.5206,6.4,2.94,0,0.5812,1
SHP-000325,Chennai,Kolkata,1542.2,mixed,7,2,0,CARRIER_009,0.6954,0.12,6.18,0,0.0763,0
SHP-000326,Mumbai,Ahmedabad,492.5,highway,20,0,0,CARRIER_013,0.9385,0.98,1.02,1,0.0599,0
SHP-000327,Mumbai,Ahmedabad,540.8,highway,15,3,0,CARRIER_006,0.8777,0.41,7.69,0,0.1582,1
SHP-000328,Mumbai,Delhi,1517.9,highway,2,3,0,CARRIER_002,0.5778,6.06,3.53,0,0.1793,0
SHP-000329,Bangalore,Chennai,345.6,local,1,4,0,CARRIER_005,0.8841,2.08,5.71,0,0.1026,0
SHP-000330,Ahmedabad,Indore,387.5,highway,21,1,0,CARRIER_015,0.92,8.09,9.79,0,0.3674,1
SHP-000331,Lucknow,Patna,558.2,mixed,6,3,0,CARRIER_012,0.7384,3.56,5.17,0,0.1113,0
SHP-000332,Chennai,Hyderabad,660.6,local,11,2,0,CARRIER_009,0.8052,3.35,5.27,1,0.3369,0
SHP-000333,Kolkata,Guwahati,1044.3,highway,18,3,0,CARRIER_010,0.685,5.15,1.03,0,0.1754,0
SHP-000334,Bangalore,Delhi,2004.2,local,18,0,0,CARRIER_016,0.8318,7.75,0.44,0,0.3247,0
SHP-000335,Jaipur,Lucknow,553.8,highway,0,3,0,CARRIER_014,0.591,6.96,9.23,0,0.1734,0
SHP-000336,Bangalore,Delhi,2268.5,highway,14,0,0,CARRIER_013,0.9008,2.07,8.66,0,0.1802,1
SHP-000337,Chennai,Kolkata,1724.8,local,21,5,1,CARRIER_011,0.6594,7.64,8.1,0,0.6955,1
SHP-000338,Kolkata,Guwahati,1136.5,highway,8,4,0,CARRIER_001,0.6037,5.07,9.94,0,0.3814,0
SHP-000339,Mumbai,Ahmedabad,564.9,mixed,13,6,1,CARRIER_007,0.6819,9.87,0.97,0,0.3555,1
SHP-000340,Chennai,Kolkata,1586.0,local,6,4,0,CARRIER_003,0.5419,5.17,7.66,0,0.3793,0
SHP-000341,Indore,Bhopal,188.7,highway,17,6,1,CARRIER_016,0.7512,2.86,1.12,0,0.1769,1
SHP-000342,Delhi,Jaipur,254.4,mixed,2,1,0,CARRIER_008,0.8187,7.61,6.35,0,0.1532,0
SHP-000343,Indore,Bhopal,209.4,local,12,0,0,CARRIER_005,0.858,0.29,7.18,0,0.0575,0
SHP-000344,Lucknow,Patna,538.7,highway,9,6,1,CARRIER_010,0.5606,7.25,6.94,0,0.6168,0
SHP-000345,Pune,Delhi,1391.5,local,15,4,0,CARRIER_010,0.6185,5.43,2.65,0,0.1525,0
SHP-000346,Delhi,Jaipur,255.9,mixed,11,4,0,CARRIER_019,0.8252,1.76,8.83,0,0.0829,0
SHP-000347,Chennai,Kolkata,1734.2,highway,23,2,0,CARRIER_004,0.5281,0.24,5.66,0,0.1639,1
SHP-000348,Pune,Delhi,1522.1,highway,23,2,0,CARRIER_017,0.7014,0.47,9.13,0,0.0673,0
SHP-000349,Hyderabad,Pune,578.6,highway,6,4,0,CARRIER_005,0.9671,0.82,4.45,1,0.0957,0
SHP-000350,Hyderabad,Pune,526.8,highway,0,2,0,CARRIER_017,0.7496,4.88,3.43,0,0.0885,1
SHP-000351,Lucknow,Patna,573.8,highway,11,0,0,CARRIER_011,0.7167,7.08,8.99,0,0.2674,1
SHP-000352,Mumbai,Delhi,1470.9,local,14,2,0,CARRIER_011,0.6847,1.34,8.16,0,0.2302,0
SHP-000353,Delhi,Jaipur,288.8,mixed,18,2,0,CARRIER_015,0.9584,1.59,0.86,0,0.0477,0
SHP-000354,Pune,Bangalore,865.4,mixed,12,5,1,CARRIER_002,0.5613,8.14,4.39,0,0.3489,0
SHP-000355,Chennai,Kolkata,1794.2,highway,14,2,0,CARRIER_016,0.7388,2.28,0.76,1,0.4031,0
SHP-000356,Chennai,Kolkata,1802.2,highway,0,3,0,CARRIER_015,0.8417,8.28,8.7,0,0.7627,1
SHP-000357,Hyderabad,Pune,570.7,highway,18,4,0,CARRIER_004,0.4894,0.95,4.78,0,0.2099,0
SHP-000358,Hyderabad,Kolkata,1475.0,highway,7,0,0,CARRIER_002,0.593,8.37,2.62,0,0.3339,0
SHP-000359,Delhi,Kolkata,1459.1,local,9,4,0,CARRIER_015,0.8869,7.33,0.7,0,0.1952,0
SHP-000360,Mumbai,Kolkata,2180.8,highway,10,1,0,CARRIER_002,0.5866,1.48,2.93,0,0.1062,0
SHP-000361,Bangalore,Delhi,2212.2,mixed,1,6,1,CARRIER_012,0.723,3.38,3.65,0,0.2368,0
SHP-000362,Hyderabad,Kolkata,1373.2,highway,11,2,0,CARRIER_006,0.7824,3.33,9.7,0,0.4056,0
SHP-000363,Mumbai,Ahmedabad,492.1,local,9,2,0,CARRIER_015,0.9824,1.34,9.9,0,0.1355,1
SHP-000364,Hyderabad,Kolkata,1620.1,mixed,5,2,0,CARRIER_019,0.8023,3.77,4.63,0,0.2072,0
SHP-000365,Bangalore,Chennai,376.9,local,5,2,0,CARRIER_017,0.7197,6.78,9.14,0,0.2927,0
SHP-000366,Lucknow,Patna,577.9,mixed,0,4,0,CARRIER_015,0.8705,7.31,7.99,0,0.3805,0
SHP-000367,Jaipur,Lucknow,561.8,mixed,21,5,1,CARRIER_013,0.9505,2.03,7.69,0,0.1273,0
SHP-000368,Kolkata,Guwahati,1162.5,local,7,6,1,CARRIER_002,0.6018,7.22,2.69,0,0.3817,0
SHP-000369,Mumbai,Delhi,1491.9,highway,20,6,1,CARRIER_019,0.7959,2.67,7.43,0,0.1823,0
SHP-000370,Delhi,Chennai,2099.6,highway,20,1,0,CARRIER_019,0.7551,0.43,9.91,0,0.4713,0
SHP-000371,Kolkata,Guwahati,1022.0,mixed,10,4,0,CARRIER_002,0.5033,1.95,8.4,0,0.21,0
SHP-000372,Guwahati,Patna,1088.4,highway,19,2,0,CARRIER_016,0.7916,3.42,5.42,1,0.5407,0
SHP-000373,Pune,Bangalore,761.1,mixed,5,5,1,CARRIER_003,0.6219,0.36,0.01,0,0.1016,0
SHP-000374,Chennai,Hyderabad,642.3,highway,4,0,0,CARRIER_013,0.8576,0.95,3.77,0,0.0998,1
SHP-000375,Hyderabad,Kolkata,1545.1,mixed,21,6,1,CARRIER_005,0.972,3.56,6.54,1,0.3423,0
SHP-000376,Delhi,Kolkata,1554.5,highway,15,2,0,CARRIER_003,0.6333,9.25,1.39,0,0.2719,0
SHP-000377,Mumbai,Kolkata,1949.8,mixed,16,5,1,CARRIER_005,0.9544,6.36,4.06,0,0.1737,0
SHP-000378,Mumbai,Kolkata,2140.8,highway,22,4,0,CARRIER_007,0.6478,9.34,7.1,0,0.3456,0
SHP-000379,Chennai,Hyderabad,594.3,highway,0,2,0,CARRIER_007,0.5867,0.37,8.91,0,0.1289,0
SHP-000380,Delhi,Jaipur,298.4,mixed,4,6,1,CARRIER_007,0.6854,8.68,7.01,0,0.3291,0
SHP-000381,Mumbai,Delhi,1321.4,highway,23,1,0,CARRIER_010,0.5508,1.36,6.11,0,0.1548,0
SHP-000382,Pune,Delhi,1507.0,highway,3,5,1,CARRIER_013,0.8254,2.37,2.26,0,0.2199,1
SHP-000383,Pune,Delhi,1532.2,mixed,10,6,1,CARRIER_010,0.5401,1.0,6.71,0,0.5237,0
SHP-000384,Mumbai,Ahmedabad,497.0,mixed,0,0,0,CARRIER_012,0.7731,4.11,8.38,0,0.1069,0
SHP-000385,Mumbai,Delhi,1326.6,highway,7,6,1,CARRIER_008,0.699,2.02,4.38,0,0.3016,0
SHP-000386,Bangalore,Chennai,369.5,local,4,6,1,CARRIER_006,0.7451,7.39,8.89,0,0.378,1
SHP-000387,Delhi,Kolkata,1375.8,highway,6,2,0,CARRIER_003,0.5795,7.55,3.39,0,0.1176,0
SHP-000388,Bangalore,Delhi,2017.0,highway,19,5,1,CARRIER_007,0.6506,2.9,6.33,0,0.7571,1
SHP-000389,Hyderabad,Kolkata,1486.7,local,6,0,0,CARRIER_004,0.4588,8.0,8.41,0,0.5653,0
SHP-000390,Hyderabad,Pune,608.2,highway,19,1,0,CARRIER_011,0.6226,1.64,8.88,0,0.1908,0
SHP-000391,Mumbai,Kolkata,2075.4,highway,21,5,1,CARRIER_014,0.6491,0.4,4.68,0,0.3151,0
SHP-000392,Hyderabad,Pune,547.4,highway,12,6,1,CARRIER_017,0.7991,1.65,4.61,0,0.3992,0
SHP-000393,Chennai,Hyderabad,690.3,mixed,12,0,0,CARRIER_006,0.8091,2.46,9.45,0,0.1984,0
SHP-000394,Ahmedabad,Indore,397.1,local,8,4,0,CARRIER_003,0.5923,0.5,4.66,1,0.7085,0
SHP-000395,Mumbai,Kolkata,2022.8,highway,16,0,0,CARRIER_017,0.7411,1.1,0.03,1,0.1774,0
SHP-000396,Hyderabad,Kolkata,1473.5,mixed,19,5,1,CARRIER_015,0.8233,3.03,4.85,0,0.4249,0
SHP-000397,Mumbai,Delhi,1347.4,mixed,20,6,1,CARRIER_007,0.5565,8.52,6.04,1,0.555,0
SHP-000398,Hyderabad,Pune,540.5,highway,4,3,0,CARRIER_020,0.6243,8.55,7.44,0,0.2309,1
SHP-000399,Delhi,Jaipur,290.5,mixed,16,0,0,CARRIER_013,0.8243,9.94,0.79,0,0.1961,0
SHP-000400,Kolkata,Guwahati,999.0,highway,3,1,0,CARRIER_015,0.9256,0.98,5.75,0,0.1923,0
SHP-000401,Chennai,Kolkata,1720.4,highway,11,3,0,CARRIER_008,0.7505,0.02,6.11,0,0.0987,0
SHP-000402,Delhi,Chennai,2049.7,highway,2,5,1,CARRIER_009,0.8184,5.66,6.8,0,0.535,1
SHP-000403,Kolkata,Guwahati,1074.5,highway,13,3,0,CARRIER_007,0.6762,6.03,2.72,1,0.3867,0
SHP-000404,Chennai,Kolkata,1542.7,local,20,3,0,CARRIER_015,0.9465,2.36,7.67,0,0.1964,0
SHP-000405,Jaipur,Lucknow,576.0,local,19,4,0,CARRIER_017,0.6885,7.97,7.89,0,0.6178,0
SHP-000406,Lucknow,Patna,554.3,mixed,17,6,1,CARRIER_018,0.5949,9.56,1.37,0,0.2863,0
SHP-000407,Pune,Bangalore,815.6,highway,13,5,1,CARRIER_007,0.6064,3.32,7.72,0,0.4273,0
SHP-000408,Bangalore,Chennai,326.4,highway,14,1,0,CARRIER_016,0.8279,9.46,6.16,0,0.2382,0
SHP-000409,Pune,Delhi,1370.7,highway,2,1,0,CARRIER_014,0.6233,1.04,4.37,1,0.3435,1
SHP-000410,Mumbai,Delhi,1489.1,highway,17,2,0,CARRIER_001,0.676,4.76,7.79,0,0.4045,0
SHP-000411,Hyderabad,Pune,534.0,mixed,16,1,0,CARRIER_016,0.7835,1.97,1.27,1,0.1417,0
SHP-000412,Mumbai,Ahmedabad,559.1,mixed,3,5,1,CARRIER_003,0.5799,5.84,3.57,0,0.0364,1
SHP-000413,Delhi,Jaipur,270.5,mixed,15,6,1,CARRIER_003,0.4749,0.71,8.93,0,0.1625,0
SHP-000414,Bangalore,Chennai,328.2,mixed,9,4,0,CARRIER_003,0.4636,5.04,1.43,0,0.1107,0
SHP-000415,Mumbai,Delhi,1463.6,highway,12,6,1,CARRIER_011,0.662,1.73,9.28,0,0.3858,1
SHP-000416,Guwahati,Patna,983.8,highway,19,3,0,CARRIER_001,0.7053,4.17,6.29,0,0.2355,0
SHP-000417,Chennai,Kolkata,1504.4,highway,7,4,0,CARRIER_011,0.5771,6.88,0.07,0,0.1139,0
SHP-000418,Bangalore,Chennai,382.2,mixed,22,4,0,CARRIER_015,0.9128,3.34,1.56,0,0.0945,0
SHP-000419,Delhi,Jaipur,260.3,highway,10,2,0,CARRIER_011,0.6606,5.4,0.52,0,0.0939,0
SHP-000420,Lucknow,Patna,514.5,highway,12,5,1,CARRIER_006,0.7837,9.71,7.72,0,0.4276,1
SHP-000421,Pune,Delhi,1416.6,local,0,3,0,CARRIER_007,0.6372,8.75,2.54,0,0.4508,0
SHP-000422,Guwahati,Patna,987.9,highway,2,4,0,CARRIER_015,0.9427,9.97,5.7,0,0.3329,1
SHP-000423,Delhi,Chennai,2304.5,local,6,1,0,CARRIER_007,0.6596,1.77,8.51,0,0.6734,0
SHP-000424,Ahmedabad,Indore,360.5,highway,23,2,0,CARRIER_014,0.5678,4.94,9.02,0,0.382,0
SHP-000425,Pune,Bangalore,912.7,local,6,6,1,CARRIER_014,0.5131,7.84,8.41,0,0.6127,1
SHP-000426,Hyderabad,Pune,576.4,highway,9,4,0,CARRIER_011,0.6371,9.29,5.03,0,0.4421,1
SHP-000427,Hyderabad,Kolkata,1635.2,mixed,20,0,0,CARRIER_008,0.7581,2.41,1.43,0,0.0965,1
SHP-000428,Bangalore,Delhi,2286.5,mixed,7,3,0,CARRIER_002,0.5408,9.88,3.48,0,0.4882,0
SHP-000429,Mumbai,Delhi,1519.8,highway,19,4,0,CARRIER_015,0.8849,4.41,3.35,0,0.3142,0
SHP-000430,Mumbai,Kolkata,2091.4,mixed,2,5,1,CARRIER_007,0.6528,7.72,9.91,0,0.8194,1
SHP-000431,Delhi,Kolkata,1457.2,mixed,3,5,1,CARRIER_010,0.5444,5.18,8.07,0,0.4066,0
SHP-000432,Mumbai,Kolkata,2026.6,local,0,4,0,CARRIER_001,0.6405,2.98,3.23,0,0.322,0
SHP-000433,Bangalore,Delhi,2218.0,mixed,2,0,0,CARRIER_015,0.8937,1.09,4.13,0,0.0761,0
SHP-000434,Bangalore,Chennai,344.9,mixed,14,3,0,CARRIER_019,0.7173,1.62,2.72,0,0.1069,0
SHP-000435,Pune,Bangalore,878.9,highway,2,1,0,CARRIER_018,0.4717,6.47,4.03,0,0.1562,0
SHP-000436,Bangalore,Chennai,321.4,highway,14,0,0,CARRIER_007,0.7016,5.54,0.8,0,0.1193,0
SHP-000437,Ahmedabad,Indore,426.4,highway,14,6,1,CARRIER_002,0.5953,4.33,8.35,0,0.3626,0
SHP-000438,Pune,Delhi,1364.2,local,5,1,0,CARRIER_002,0.5178,6.26,5.32,0,0.6013,1
SHP-000439,Delhi,Kolkata,1633.2,mixed,0,1,0,CARRIER_008,0.812,5.07,6.05,0,0.076,0
SHP-000440,Chennai,Hyderabad,586.6,local,3,2,0,CARRIER_001,0.5886,1.41,1.97,0,0.2726,1
SHP-000441,Chennai,Kolkata,1536.9,highway,3,3,0,CARRIER_004,0.4891,2.62,4.52,0,0.3469,0
SHP-000442,Kolkata,Guwahati,1168.6,mixed,12,4,0,CARRIER_013,0.8766,4.32,4.62,0,0.1981,0
SHP-000443,Bangalore,Chennai,372.3,mixed,22,2,0,CARRIER_001,0.626,3.98,0.97,1,0.1617,0
SHP-000444,Jaipur,Lucknow,597.2,highway,10,5,1,CARRIER_013,0.9354,9.03,0.31,0,0.3279,0
SHP-000445,Lucknow,Patna,578.8,mixed,15,1,0,CARRIER_018,0.549,9.42,6.18,0,0.6528,1
SHP-000446,Guwahati,Patna,944.6,highway,7,6,1,CARRIER_020,0.6528,5.34,5.72,0,0.3467,0
SHP-000447,Kolkata,Guwahati,1171.9,local,2,5,1,CARRIER_020,0.7069,2.66,6.46,0,0.5387,0
SHP-000448,Chennai,Kolkata,1610.9,highway,5,4,0,CARRIER_006,0.8175,7.99,8.96,0,0.5629,0
SHP-000449,Lucknow,Patna,534.0,mixed,11,0,0,CARRIER_013,0.8735,1.82,9.98,0,0.2803,1
SHP-000450,Delhi,Jaipur,277.0,highway,20,5,1,CARRIER_001,0.6519,4.92,8.39,0,0.408,1
SHP-000451,Chennai,Kolkata,1495.9,highway,5,4,0,CARRIER_005,1.0,9.94,0.23,0,0.2032,0
